Action 1!
Thu Sep 18 15:35:40 EDT 2014

CLIENT PROGRESS PERCENTAGE: 
Client Name          Next state           states done          states acked         statesdone percent   statesacked percent 
rmopd                0                    522067               522067               100.000              100.000             
iccpd                0                    522067               522067               100.000              100.000             
transportd           0                    522067               522067               100.000              100.000             
mib2d                0                    522067               522067               100.000              100.000             
mib2d                0                    522067               522067               100.000              100.000             
dcd                  0                    522067               522067               100.000              100.000             
license-check        0                    522067               522067               100.000              100.000             
idpd                 0                    522067               522067               100.000              100.000             
bfdd                 0                    522067               522067               100.000              100.000             
idpd                 0                    522067               522067               100.000              100.000             
appidd               0                    522067               522067               100.000              100.000             
appidd               0                    522067               522067               100.000              100.000             
chassisd             0                    522067               522067               100.000              100.000             
l2ald                0xd92850a0           522061               522061               99.999               99.999              
clksyncd             0xd92850a0           522061               522061               99.999               99.999              
cfmd                 0xd924c740           522055               522055               99.998               99.998              
irsd                 0xd89cbf00           522054               522054               99.998               99.998              
dfwd                 0xd521d000           522053               522053               99.997               99.997              
cosd                 0xd521d000           522053               522053               99.997               99.997              
autoconfd            0xd521d000           522053               522053               99.997               99.997              
snmpd                0xd521d000           522053               522053               99.997               99.997              
pppd                 0xd521d000           522053               522053               99.997               99.997              
lmpd                 0xd521d000           522053               522053               99.997               99.997              
pfed                 0xd521d000           522053               522053               99.997               99.997              
ppmd                 0xd521d000           522053               522053               99.997               99.997              
shm-rtsdbd           0xd521d000           522053               522053               99.997               99.997              
jdhcpd               0xd92b0de0           522052               522052               99.997               99.997              
dfcd                 0xd92b0de0           522052               522052               99.997               99.997              
l2cpd                0xd9290190           522049               522049               99.997               99.997              
mib2d                0xd9290190           522049               522049               99.997               99.997              
lfmd                 0xd92901e0           522048               522048               99.996               99.996              
msp10                0                    522067               521943               100.000              99.976              
chassisd             0xd925ea50           521096               521096               99.814               99.814              
rpd                  0xd856e7d0           472913               472913               90.585               90.585              
xdpc0                0xd29fbb40           171771               171427               32.902               32.836              
xdpc3                0xd2d4bb80           165638               165394               31.727               31.681              
xdpc1                0xd1f96480           159722               159412               30.594               30.535              
xdpc2                0xd24a0e40           157302               157075               30.131               30.087              
Action 78!
Thu Sep 18 15:41:37 EDT 2014

CLIENT PROGRESS PERCENTAGE: 
Client Name          Next state           states done          states acked         statesdone percent   statesacked percent 
jdhcpd               0                    536477               536477               100.000              100.000             
autoconfd            0                    536477               536477               100.000              100.000             
smid                 0                    536477               536477               100.000              100.000             
oamd                 0                    536477               536477               100.000              100.000             
smid                 0                    536477               536477               100.000              100.000             
apsd                 0                    536477               536477               100.000              100.000             
mspd                 0                    536477               536477               100.000              100.000             
fsad                 0                    536477               536477               100.000              100.000             
rdd                  0                    536477               536477               100.000              100.000             
iccpd                0                    536477               536477               100.000              100.000             
transportd           0                    536477               536477               100.000              100.000             
mib2d                0                    536477               536477               100.000              100.000             
mib2d                0                    536477               536477               100.000              100.000             
dcd                  0                    536477               536477               100.000              100.000             
license-check        0                    536477               536477               100.000              100.000             
idpd                 0                    536477               536477               100.000              100.000             
bfdd                 0                    536477               536477               100.000              100.000             
idpd                 0                    536477               536477               100.000              100.000             
appidd               0                    536477               536477               100.000              100.000             
appidd               0                    536477               536477               100.000              100.000             
chassisd             0                    536477               536477               100.000              100.000             
chassisd             0                    536477               536477               100.000              100.000             
irsd                 0xd8221120           536471               536471               99.999               99.999              
dfwd                 0xd96de540           536470               536470               99.999               99.999              
cosd                 0xd96de540           536470               536470               99.999               99.999              
l2ald                0xd96de540           536470               536470               99.999               99.999              
autoconfd            0xd96de540           536470               536470               99.999               99.999              
snmpd                0xd96de540           536470               536470               99.999               99.999              
pppd                 0xd96de540           536470               536470               99.999               99.999              
dfcd                 0xd96de540           536470               536470               99.999               99.999              
rmopd                0xd96de540           536470               536470               99.999               99.999              
lmpd                 0xd96de540           536470               536470               99.999               99.999              
l2cpd                0xd96de540           536470               536470               99.999               99.999              
pfed                 0xd96de540           536470               536470               99.999               99.999              
clksyncd             0xd96de540           536470               536470               99.999               99.999              
ppmd                 0xd96de540           536470               536470               99.999               99.999              
shm-rtsdbd           0xd96de540           536470               536470               99.999               99.999              
mib2d                0xd96a62d0           536469               536469               99.999               99.999              
lfmd                 0xd96a6320           536468               536468               99.998               99.998              
cfmd                 0xd55eb960           536466               536466               99.998               99.998              
jdhcpd               0xd93fd0c0           536465               536465               99.998               99.998              
msp10                0xd96e3740           536472               536417               99.999               99.989              
rpd                  0xd360f730           487328               487328               90.839               90.839              
xdpc0                0xd31948a0           177650               177328               33.114               33.054              
xdpc3                0xd31971e0           169374               168829               31.572               31.470              
xdpc1                0xd2c07a80           166121               165781               30.965               30.902              
xdpc2                0xd2c469c0           162538               162240               30.297               30.242              
Action 79!
Thu Sep 18 15:41:45 EDT 2014

CLIENT PROGRESS PERCENTAGE: 
Client Name          Next state           states done          states acked         statesdone percent   statesacked percent 
dfwd                 0                    543679               543679               100.000              100.000             
lfmd                 0                    543679               543679               100.000              100.000             
jdhcpd               0                    543679               543679               100.000              100.000             
cosd                 0                    543679               543679               100.000              100.000             
autoconfd            0                    543679               543679               100.000              100.000             
smid                 0                    543679               543679               100.000              100.000             
oamd                 0                    543679               543679               100.000              100.000             
autoconfd            0                    543679               543679               100.000              100.000             
smid                 0                    543679               543679               100.000              100.000             
apsd                 0                    543679               543679               100.000              100.000             
mspd                 0                    543679               543679               100.000              100.000             
fsad                 0                    543679               543679               100.000              100.000             
dfcd                 0                    543679               543679               100.000              100.000             
rdd                  0                    543679               543679               100.000              100.000             
iccpd                0                    543679               543679               100.000              100.000             
lmpd                 0                    543679               543679               100.000              100.000             
transportd           0                    543679               543679               100.000              100.000             
mib2d                0                    543679               543679               100.000              100.000             
mib2d                0                    543679               543679               100.000              100.000             
mib2d                0                    543679               543679               100.000              100.000             
pfed                 0                    543679               543679               100.000              100.000             
irsd                 0                    543679               543679               100.000              100.000             
dcd                  0                    543679               543679               100.000              100.000             
license-check        0                    543679               543679               100.000              100.000             
idpd                 0                    543679               543679               100.000              100.000             
bfdd                 0                    543679               543679               100.000              100.000             
idpd                 0                    543679               543679               100.000              100.000             
ppmd                 0                    543679               543679               100.000              100.000             
appidd               0                    543679               543679               100.000              100.000             
appidd               0                    543679               543679               100.000              100.000             
chassisd             0                    543679               543679               100.000              100.000             
chassisd             0                    543679               543679               100.000              100.000             
jdhcpd               0xd454ad00           543675               543675               99.999               99.999              
l2ald                0xd47f54b0           543669               543669               99.998               99.998              
snmpd                0xd47f58c0           543639               543639               99.993               99.993              
pppd                 0xd47f58c0           543639               543639               99.993               99.993              
rmopd                0xd47f58c0           543639               543639               99.993               99.993              
l2cpd                0xd47f58c0           543639               543639               99.993               99.993              
clksyncd             0xd47f58c0           543639               543639               99.993               99.993              
shm-rtsdbd           0xd47f58c0           543639               543639               99.993               99.993              
cfmd                 0xd47f9a40           543635               543635               99.992               99.992              
msp10                0xd454ad00           543675               543399               99.999               99.948              
rpd                  0xd923fe40           502293               502293               92.388               92.388              
xdpc0                0xd27a2a80           188432               188135               34.659               34.604              
xdpc3                0xd2c06360           182938               182572               33.648               33.581              
xdpc1                0xd2e07000           180540               180171               33.207               33.139              
xdpc2                0xd2e73060           174176               173925               32.037               31.990              
Action 80!
Thu Sep 18 15:41:54 EDT 2014

CLIENT PROGRESS PERCENTAGE: 
Client Name          Next state           states done          states acked         statesdone percent   statesacked percent 
cfmd                 0                    545095               545095               100.000              100.000             
dfwd                 0                    545095               545095               100.000              100.000             
lfmd                 0                    545095               545095               100.000              100.000             
jdhcpd               0                    545095               545095               100.000              100.000             
cosd                 0                    545095               545095               100.000              100.000             
jdhcpd               0                    545095               545095               100.000              100.000             
autoconfd            0                    545095               545095               100.000              100.000             
l2ald                0                    545095               545095               100.000              100.000             
smid                 0                    545095               545095               100.000              100.000             
oamd                 0                    545095               545095               100.000              100.000             
autoconfd            0                    545095               545095               100.000              100.000             
snmpd                0                    545095               545095               100.000              100.000             
smid                 0                    545095               545095               100.000              100.000             
apsd                 0                    545095               545095               100.000              100.000             
pppd                 0                    545095               545095               100.000              100.000             
mspd                 0                    545095               545095               100.000              100.000             
fsad                 0                    545095               545095               100.000              100.000             
dfcd                 0                    545095               545095               100.000              100.000             
rdd                  0                    545095               545095               100.000              100.000             
rmopd                0                    545095               545095               100.000              100.000             
iccpd                0                    545095               545095               100.000              100.000             
lmpd                 0                    545095               545095               100.000              100.000             
transportd           0                    545095               545095               100.000              100.000             
l2cpd                0                    545095               545095               100.000              100.000             
mib2d                0                    545095               545095               100.000              100.000             
mib2d                0                    545095               545095               100.000              100.000             
mib2d                0                    545095               545095               100.000              100.000             
pfed                 0                    545095               545095               100.000              100.000             
irsd                 0                    545095               545095               100.000              100.000             
dcd                  0                    545095               545095               100.000              100.000             
clksyncd             0                    545095               545095               100.000              100.000             
license-check        0                    545095               545095               100.000              100.000             
idpd                 0                    545095               545095               100.000              100.000             
bfdd                 0                    545095               545095               100.000              100.000             
idpd                 0                    545095               545095               100.000              100.000             
shm-rtsdbd           0                    545095               545095               100.000              100.000             
appidd               0                    545095               545095               100.000              100.000             
appidd               0                    545095               545095               100.000              100.000             
chassisd             0                    545095               545095               100.000              100.000             
chassisd             0                    545095               545095               100.000              100.000             
ppmd                 0xd932e7e0           545068               545068               99.995               99.995              
msp10                0                    545095               544985               100.000              99.980              
rpd                  0xd7d24000           518945               518945               95.203               95.203              
xdpc0                0xd3194ae0           199910               199400               36.674               36.581              
xdpc3                0xd37555a0           191951               191578               35.214               35.146              
xdpc1                0xd1ce1000           189481               189247               34.761               34.718              
xdpc2                0xd2ec96c0           183973               183717               33.751               33.704              
Action 81!
Thu Sep 18 15:42:02 EDT 2014

CLIENT PROGRESS PERCENTAGE: 
Client Name          Next state           states done          states acked         statesdone percent   statesacked percent 
dfwd                 0                    545268               545268               100.000              100.000             
lfmd                 0                    545268               545268               100.000              100.000             
jdhcpd               0                    545268               545268               100.000              100.000             
cosd                 0                    545268               545268               100.000              100.000             
autoconfd            0                    545268               545268               100.000              100.000             
l2ald                0xd95235a0           545268               545268               100.000              100.000             
smid                 0                    545268               545268               100.000              100.000             
oamd                 0                    545268               545268               100.000              100.000             
autoconfd            0                    545268               545268               100.000              100.000             
snmpd                0                    545268               545268               100.000              100.000             
smid                 0                    545268               545268               100.000              100.000             
apsd                 0                    545268               545268               100.000              100.000             
pppd                 0xd95235a0           545268               545268               100.000              100.000             
mspd                 0                    545268               545268               100.000              100.000             
fsad                 0                    545268               545268               100.000              100.000             
dfcd                 0                    545268               545268               100.000              100.000             
rdd                  0                    545268               545268               100.000              100.000             
rmopd                0                    545268               545268               100.000              100.000             
iccpd                0                    545268               545268               100.000              100.000             
lmpd                 0                    545268               545268               100.000              100.000             
transportd           0                    545268               545268               100.000              100.000             
l2cpd                0xd95235a0           545268               545268               100.000              100.000             
mib2d                0                    545268               545268               100.000              100.000             
mib2d                0                    545268               545268               100.000              100.000             
mib2d                0                    545268               545268               100.000              100.000             
pfed                 0                    545268               545268               100.000              100.000             
irsd                 0                    545268               545268               100.000              100.000             
dcd                  0                    545268               545268               100.000              100.000             
clksyncd             0xd95235a0           545268               545268               100.000              100.000             
license-check        0                    545268               545268               100.000              100.000             
idpd                 0                    545268               545268               100.000              100.000             
bfdd                 0                    545268               545268               100.000              100.000             
idpd                 0                    545268               545268               100.000              100.000             
ppmd                 0                    545268               545268               100.000              100.000             
shm-rtsdbd           0xd95235a0           545268               545268               100.000              100.000             
appidd               0                    545268               545268               100.000              100.000             
appidd               0                    545268               545268               100.000              100.000             
chassisd             0                    545268               545268               100.000              100.000             
chassisd             0                    545268               545268               100.000              100.000             
cfmd                 0xd9231640           545214               545214               99.990               99.990              
jdhcpd               0xd9231640           545214               545214               99.990               99.990              
rpd                  0xd94b2320           545002               545002               99.951               99.951              
msp10                0xd9514c80           545262               544897               99.999               99.932              
xdpc0                0xd3a538a0           204149               203876               37.440               37.390              
xdpc1                0xd3953f00           193432               193179               35.475               35.428              
xdpc3                0xd1244d20           193483               193179               35.484               35.428              
xdpc2                0xd33c6200           186695               186242               34.239               34.156              
Action 82!
Thu Sep 18 15:42:08 EDT 2014

CLIENT PROGRESS PERCENTAGE: 
Client Name          Next state           states done          states acked         statesdone percent   statesacked percent 
msp10                0                    545167               545167               100.000              100.000             
cfmd                 0                    545167               545167               100.000              100.000             
dfwd                 0                    545167               545167               100.000              100.000             
lfmd                 0                    545167               545167               100.000              100.000             
jdhcpd               0                    545167               545167               100.000              100.000             
cosd                 0                    545167               545167               100.000              100.000             
rpd                  0                    545167               545167               100.000              100.000             
jdhcpd               0                    545167               545167               100.000              100.000             
autoconfd            0                    545167               545167               100.000              100.000             
l2ald                0                    545167               545167               100.000              100.000             
smid                 0                    545167               545167               100.000              100.000             
oamd                 0                    545167               545167               100.000              100.000             
autoconfd            0                    545167               545167               100.000              100.000             
snmpd                0                    545167               545167               100.000              100.000             
smid                 0                    545167               545167               100.000              100.000             
apsd                 0                    545167               545167               100.000              100.000             
pppd                 0                    545167               545167               100.000              100.000             
mspd                 0                    545167               545167               100.000              100.000             
fsad                 0                    545167               545167               100.000              100.000             
dfcd                 0                    545167               545167               100.000              100.000             
rdd                  0                    545167               545167               100.000              100.000             
rmopd                0                    545167               545167               100.000              100.000             
iccpd                0                    545167               545167               100.000              100.000             
lmpd                 0                    545167               545167               100.000              100.000             
transportd           0                    545167               545167               100.000              100.000             
l2cpd                0                    545167               545167               100.000              100.000             
mib2d                0                    545167               545167               100.000              100.000             
mib2d                0                    545167               545167               100.000              100.000             
mib2d                0                    545167               545167               100.000              100.000             
pfed                 0                    545167               545167               100.000              100.000             
irsd                 0                    545167               545167               100.000              100.000             
dcd                  0                    545167               545167               100.000              100.000             
clksyncd             0                    545167               545167               100.000              100.000             
license-check        0                    545167               545167               100.000              100.000             
idpd                 0                    545167               545167               100.000              100.000             
bfdd                 0                    545167               545167               100.000              100.000             
idpd                 0                    545167               545167               100.000              100.000             
ppmd                 0                    545167               545167               100.000              100.000             
shm-rtsdbd           0                    545167               545167               100.000              100.000             
appidd               0                    545167               545167               100.000              100.000             
appidd               0                    545167               545167               100.000              100.000             
chassisd             0                    545167               545167               100.000              100.000             
chassisd             0                    545167               545167               100.000              100.000             
xdpc0                0xd3c0b7c0           212811               212545               39.036               38.987              
xdpc3                0xd3b5dc00           203623               203288               37.351               37.289              
xdpc1                0xd31a4780           200233               199851               36.729               36.659              
xdpc2                0xd3bacba0           196687               196234               36.078               35.995              
Action 83!
Thu Sep 18 15:42:14 EDT 2014

CLIENT PROGRESS PERCENTAGE: 
Client Name          Next state           states done          states acked         statesdone percent   statesacked percent 
msp10                0                    545024               545024               100.000              100.000             
cfmd                 0                    545024               545024               100.000              100.000             
dfwd                 0                    545024               545024               100.000              100.000             
lfmd                 0                    545024               545024               100.000              100.000             
jdhcpd               0                    545024               545024               100.000              100.000             
cosd                 0                    545024               545024               100.000              100.000             
rpd                  0                    545024               545024               100.000              100.000             
jdhcpd               0                    545024               545024               100.000              100.000             
autoconfd            0                    545024               545024               100.000              100.000             
l2ald                0                    545024               545024               100.000              100.000             
smid                 0                    545024               545024               100.000              100.000             
oamd                 0                    545024               545024               100.000              100.000             
autoconfd            0                    545024               545024               100.000              100.000             
snmpd                0                    545024               545024               100.000              100.000             
smid                 0                    545024               545024               100.000              100.000             
apsd                 0                    545024               545024               100.000              100.000             
pppd                 0                    545024               545024               100.000              100.000             
mspd                 0                    545024               545024               100.000              100.000             
fsad                 0                    545024               545024               100.000              100.000             
dfcd                 0                    545024               545024               100.000              100.000             
rdd                  0                    545024               545024               100.000              100.000             
rmopd                0                    545024               545024               100.000              100.000             
iccpd                0                    545024               545024               100.000              100.000             
lmpd                 0                    545024               545024               100.000              100.000             
transportd           0                    545024               545024               100.000              100.000             
l2cpd                0                    545024               545024               100.000              100.000             
mib2d                0                    545024               545024               100.000              100.000             
mib2d                0                    545024               545024               100.000              100.000             
mib2d                0                    545024               545024               100.000              100.000             
pfed                 0                    545024               545024               100.000              100.000             
irsd                 0                    545024               545024               100.000              100.000             
dcd                  0                    545024               545024               100.000              100.000             
clksyncd             0                    545024               545024               100.000              100.000             
license-check        0                    545024               545024               100.000              100.000             
idpd                 0                    545024               545024               100.000              100.000             
bfdd                 0                    545024               545024               100.000              100.000             
idpd                 0                    545024               545024               100.000              100.000             
ppmd                 0                    545024               545024               100.000              100.000             
shm-rtsdbd           0                    545024               545024               100.000              100.000             
appidd               0                    545024               545024               100.000              100.000             
appidd               0                    545024               545024               100.000              100.000             
chassisd             0                    545024               545024               100.000              100.000             
chassisd             0                    545024               545024               100.000              100.000             
xdpc0                0xd38d8ba0           226998               226656               41.649               41.586              
xdpc3                0xd3474c00           215100               214833               39.466               39.417              
xdpc1                0xd3e196c0           210639               210203               38.648               38.568              
xdpc2                0xd3ccd600           207744               207202               38.116               38.017              
Action 84!
Thu Sep 18 15:42:21 EDT 2014

CLIENT PROGRESS PERCENTAGE: 
Client Name          Next state           states done          states acked         statesdone percent   statesacked percent 
msp10                0                    544883               544883               100.000              100.000             
cfmd                 0                    544883               544883               100.000              100.000             
dfwd                 0                    544883               544883               100.000              100.000             
lfmd                 0                    544883               544883               100.000              100.000             
jdhcpd               0                    544883               544883               100.000              100.000             
cosd                 0                    544883               544883               100.000              100.000             
rpd                  0                    544883               544883               100.000              100.000             
jdhcpd               0                    544883               544883               100.000              100.000             
autoconfd            0                    544883               544883               100.000              100.000             
l2ald                0                    544883               544883               100.000              100.000             
smid                 0                    544883               544883               100.000              100.000             
oamd                 0                    544883               544883               100.000              100.000             
autoconfd            0                    544883               544883               100.000              100.000             
snmpd                0                    544883               544883               100.000              100.000             
smid                 0                    544883               544883               100.000              100.000             
apsd                 0                    544883               544883               100.000              100.000             
pppd                 0                    544883               544883               100.000              100.000             
mspd                 0                    544883               544883               100.000              100.000             
fsad                 0                    544883               544883               100.000              100.000             
dfcd                 0                    544883               544883               100.000              100.000             
rdd                  0                    544883               544883               100.000              100.000             
rmopd                0                    544883               544883               100.000              100.000             
iccpd                0                    544883               544883               100.000              100.000             
lmpd                 0                    544883               544883               100.000              100.000             
transportd           0                    544883               544883               100.000              100.000             
l2cpd                0                    544883               544883               100.000              100.000             
mib2d                0                    544883               544883               100.000              100.000             
